# schema: astropy-2.0
# kmin kmax kavg power N_modes
0.9079202768874503 0.9110618695410401 0.9094599043755659 12.786363 130200
0.9110618695410401 0.9142034621946299 0.9126078588356796 12.741947 134774
0.9142034621946299 0.9173450548482196 0.9157721866003953 12.797554 132860
0.9173450548482196 0.9204866475018094 0.9189229657785681 12.649192 135862
0.9204866475018094 0.9236282401553992 0.9220505933287537 12.549706 132904
0.9236282401553992 0.9267698328089891 0.925195706831227 12.5150585 138658
0.9267698328089891 0.9299114254625788 0.9283425843065244 12.463019 135120
0.9299114254625788 0.9330530181161686 0.9314859895055693 12.297472 140466
0.9330530181161686 0.9361946107697584 0.9346283366196472 12.299955 136792
0.9361946107697584 0.9393362034233482 0.9377861698692788 12.172597 143398
0.9393362034233482 0.942477796076938 0.940939836045116 12.096902 138700
0.942477796076938 0.9456193887305278 0.944077839572877 12.024307 144134
0.9456193887305278 0.9487609813841176 0.9472005755946651 12.066466 138336
0.9487609813841176 0.9519025740377074 0.9503294151101048 11.945812 146834
0.9519025740377074 0.9550441666912972 0.9534669390961004 11.907373 141728
0.9550441666912972 0.9581857593448869 0.956606244469865 11.696378 148158
0.9581857593448869 0.9613273519984767 0.9597434871001728 11.737399 143524
0.9613273519984767 0.9644689446520666 0.9628876948129108 11.612743 150950
0.9644689446520666 0.9676105373056564 0.9660471614071434 11.558827 147072
0.9676105373056564 0.9707521299592461 0.9692060324063246 11.554971 152426
0.9707521299592461 0.9738937226128359 0.9723398969115616 11.53955 146696
0.9738937226128359 0.9770353152664257 0.9754558209772429 11.364197 153262
0.9770353152664257 0.9801769079200155 0.9786015289242723 11.349711 150404
0.9801769079200155 0.9833185005736053 0.9817443821256789 11.242037 155454
0.9833185005736053 0.9864600932271951 0.9848716955028272 11.271937 151340
0.9864600932271951 0.9896016858807849 0.988023290324527 11.124198 159454
0.9896016858807849 0.9927432785343747 0.9911707299383861 11.119437 152416
0.9927432785343747 0.9958848711879644 0.9943053978668384 11.102206 160666
0.9958848711879644 0.9990264638415542 0.9974482946313091 10.962133 155680
0.9990264638415542 1.002168056495144 1.0005774856651115 10.919672 160366
1.002168056495144 1.0053096491487339 1.003716277252107 10.876961 158940
1.0053096491487339 1.0084512418023237 1.0068616637711973 10.774337 163278
1.0084512418023237 1.0115928344559135 1.0099937754148218 10.730666 159568
1.0115928344559135 1.0147344271095033 1.0131667547517587 10.655969 168994
1.0147344271095033 1.017876019763093 1.0163183983058384 10.588351 159864
1.017876019763093 1.0210176124166828 1.0194384819395044 10.555558 168126
1.0210176124166828 1.0241592050702726 1.0225887550230541 10.5708275 164292
1.0241592050702726 1.0273007977238624 1.0257435435252227 10.455232 170990
1.0273007977238624 1.0304423903774522 1.028874481228334 10.336608 164128
1.0304423903774522 1.033583983031042 1.0319988731924448 10.371114 171842
1.033583983031042 1.0367255756846319 1.0351589910942407 10.298269 169752
1.0367255756846319 1.0398671683382217 1.0383146641833463 10.252837 174314
1.0398671683382217 1.0430087609918113 1.0414472423132897 10.175052 169128
1.0430087609918113 1.046150353645401 1.04456980076863 10.109181 174590
1.046150353645401 1.049291946298991 1.0477013394409471 10.086421 172748
1.049291946298991 1.0524335389525807 1.0508482357342928 10.031217 178750
1.0524335389525807 1.0555751316061706 1.053998644487823 9.977171 174584
1.0555751316061706 1.0587167242597604 1.0571405267955631 9.869495 179874
1.0587167242597604 1.0618583169133502 1.060266926936717 9.910883 175352
1.0618583169133502 1.06499990956694 1.0634070697516014 9.850642 183214
1.06499990956694 1.0681415022205296 1.0665609667676474 9.816065 179132
1.0681415022205296 1.0712830948741194 1.0697270224426927 9.705986 186990
1.0712830948741194 1.0744246875277093 1.0728645371535286 9.676249 178296
1.0744246875277093 1.077566280181299 1.0759968370743087 9.697438 187514
1.077566280181299 1.080707872834889 1.0791389729678555 9.592666 182280
1.080707872834889 1.0838494654884787 1.082275473487712 9.498653 189342
1.0838494654884787 1.0869910581420685 1.085418133348188 9.436992 184308
1.0869910581420685 1.0901326507956584 1.088561174544039 9.453366 191678
1.0901326507956584 1.0932742434492482 1.091707310902554 9.424044 187180
1.0932742434492482 1.0964158361028378 1.0948571877484037 9.347127 194990
1.0964158361028378 1.0995574287564276 1.0979995000623637 9.321352 187184
1.0995574287564276 1.1026990214100174 1.101115384596963 9.257156 194634
1.1026990214100174 1.1058406140636072 1.1042596776175402 9.242749 193056
1.1058406140636072 1.108982206717197 1.1074072163986801 9.185577 196518
1.108982206717197 1.1121237993707869 1.1105509216971214 9.128201 195148
1.1121237993707869 1.1152653920243767 1.1136904504852387 9.08047 198550
1.1152653920243767 1.1184069846779665 1.1168137274438483 9.02453 195136
1.1184069846779665 1.121548577331556 1.1199703786539776 9.001119 204322
1.121548577331556 1.124690169985146 1.1231064331074763 8.924308 195824
1.124690169985146 1.1278317626387357 1.126242362189613 8.92385 206398
1.1278317626387357 1.1309733552923256 1.1293957267266959 8.91377 199644
1.1309733552923256 1.1341149479459154 1.1325375225291887 8.888545 207278
1.1341149479459154 1.1372565405995052 1.1356809135964072 8.831138 202776
1.1372565405995052 1.140398133253095 1.1388322949053118 8.769388 210066
1.140398133253095 1.1435397259066848 1.1419635086618707 8.698401 202352
1.1435397259066848 1.1466813185602747 1.1450986797439813 8.680726 212994
1.1466813185602747 1.1498229112138643 1.1482380549354827 8.673058 205776
1.1498229112138643 1.152964503867454 1.1513852608177948 8.591142 215406
1.152964503867454 1.156106096521044 1.1545424157474904 8.583128 209732
1.156106096521044 1.1592476891746337 1.1576774457488315 8.506428 215286
1.1592476891746337 1.1623892818282235 1.1608166415239285 8.491307 211704
1.1623892818282235 1.1655308744818134 1.1639655534585593 8.456748 219434
1.1655308744818134 1.1686724671354032 1.1671126611420002 8.449778 213880
1.1686724671354032 1.171814059788993 1.1702503406010565 8.36272 220502
1.171814059788993 1.1749556524425826 1.173385930068471 8.373426 215100
1.1749556524425826 1.1780972450961724 1.176524982666997 8.28474 224414
1.1780972450961724 1.1812388377497622 1.1796820503784289 8.268988 219888
1.1812388377497622 1.184380430403352 1.1828307188378469 8.187887 224850
1.184380430403352 1.1875220230569419 1.1859505538834223 8.143752 218544
1.1875220230569419 1.1906636157105317 1.1890919811584342 8.17098 230366
1.1906636157105317 1.1938052083641215 1.1922398244389947 8.1188 222132
1.1938052083641215 1.1969468010177113 1.1953625115497033 8.077036 228486
1.1969468010177113 1.200088393671301 1.1984884178323716 8.049414 225260
1.200088393671301 1.2032299863248908 1.2016370199604582 7.9801416 234294
1.2032299863248908 1.2063715789784806 1.2047997184253263 7.962905 229464
1.2063715789784806 1.2095131716320704 1.2079412509638092 7.987233 233642
1.2095131716320704 1.2126547642856602 1.211061958575435 7.8988686 229424
1.2126547642856602 1.21579635693925 1.214198052286092 7.820533 237670
1.21579635693925 1.2189379495928399 1.2173560347645844 7.852477 234764
1.2189379495928399 1.2220795422464297 1.2205081279485643 7.830457 240174
1.2220795422464297 1.2252211349000195 1.223647019273338 7.779694 235080
1.2252211349000195 1.228362727553609 1.2267882434683994 7.7579107 242106
1.228362727553609 1.231504320207199 1.229932336813352 7.7572737 238520
